date,t,dt,site_plot,A,porosity,HRT,Zs,Zw,Hw,Vw,Tw,dHw,dVw,Uw,ip,Tair,Twater,amc,ET,NATw,Qg,Qip,QET,Qnet,QHRT,Qout,Qin,Q_net_check,Q_check
2019-07-15,0,1,OCSP.1,1,1,100,75.13352857,74.8450968715642,0,1e-6,19.38888888888889,0,0,1.8328639999999998,0,21.11111111111111,19.38888888888889,1,0.6995465321136183,TRUE,0,0,0,0,0,0,0,0,0
2019-07-16,1,1,OCSP.1,1,1,100,75.13352857,74.80098602570945,0,1e-6,20.27777777777778,0,0,3.57632,0.4318,22.22222222222222,20.27777777777778,1,0.6137036886829951,TRUE,0,0.004318,0,-0.004318,0,0,0,-0.004318,-0.004318
2019-07-17,2,1,OCSP.1,1,1,100,75.13352857,74.86060374957587,0,1e-6,22.055555555555557,0,0,3.442208,0.8636,24.444444444444443,22.055555555555557,2,0.6301257724731723,TRUE,0,0.008636,0,-0.008636,0,0,0,-0.008636,-0.008636
2019-07-18,3,1,OCSP.1,1,1,100,75.13352857,74.90437183155056,0,1e-6,21.166666666666668,0,0,2.01168,0,23.333333333333332,21.166666666666668,2,0.44503762623713766,TRUE,0,0,0,0,0,0,0,0,0
2019-07-19,4,1,OCSP.1,1,1,100,75.13352857,74.91022690598496,0,1e-6,24.27777777777778,0,0,3.889248,0,27.22222222222222,24.27777777777778,2,0.7917034244952605,TRUE,0,0,0,0,0,0,0,0,0
2019-07-20,5,1,OCSP.1,1,1,100,75.13352857,74.88135860796139,0,1e-6,25.166666666666668,0,0,2.6375360000000003,0,28.333333333333332,25.166666666666668,2,0.6911540761035173,TRUE,0,0,0,0,0,0,0,0,0
2019-07-21,6,1,OCSP.1,1,1,100,75.13352857,74.83350001049482,0,1e-6,24.27777777777778,0,0,2.8163519999999997,0.1778,27.22222222222222,24.27777777777778,2,0.778552099787846,TRUE,0,0.001778,0,-0.001778,0,0,0,-0.001778,-0.001778
2019-07-22,7,1,OCSP.1,1,1,100,75.13352857,74.85293569898332,0,1e-6,18.944444444444443,0,0,1.34112,0.025400000000000002,20.555555555555554,18.944444444444443,2,0.5028051876319839,TRUE,0,2.5400000000000005e-4,0,-2.5400000000000005e-4,0,0,0,-2.5400000000000005e-4,-2.5400000000000005e-4
2019-07-23,8,1,OCSP.1,1,1,100,75.13352857,74.93147181027157,0,1e-6,20.722222222222225,0,0,1.430528,0.012700000000000001,22.77777777777778,20.722222222222225,2,0.3843780484314961,TRUE,0,1.2700000000000002e-4,0,-1.2700000000000002e-4,0,0,0,-1.2700000000000002e-4,-1.2700000000000002e-4
2019-07-24,9,1,OCSP.1,1,1,100,75.13352857,74.90226381796047,0,1e-6,19.38888888888889,0,0,1.8775680000000001,0,21.11111111111111,19.38888888888889,2,0.5189480908069838,TRUE,0,0,0,0,0,0,0,0,0
2019-07-25,10,1,OCSP.1,1,1,100,75.13352857,74.8361582612197,0,1e-6,19.833333333333336,0,0,2.190496,0,21.666666666666668,19.833333333333336,1,0.5037918163828237,TRUE,0,0,0,0,0,0,0,0,0
2019-07-26,11,1,OCSP.1,1,1,100,75.13352857,74.7967356152423,0,1e-6,21.61111111111111,0,0,1.922272,0,23.88888888888889,21.61111111111111,1,0.6757539678046656,TRUE,0,0,0,0,0,0,0,0,0
2019-07-27,12,1,OCSP.1,1,1,100,75.13352857,74.69225417048692,0,1e-6,22.5,0,0,2.771648,0.40640000000000004,25,22.5,1,0.7108771634650781,TRUE,0,0.004064000000000001,0,-0.004064000000000001,0,0,0,-0.004064000000000001,-0.004064000000000001
2019-07-28,13,1,OCSP.1,1,1,100,75.13352857,74.64604506538477,0,1e-6,23.833333333333332,0,0,4.068064,0.8128000000000001,26.666666666666664,23.833333333333332,1,1.0262049887870321,TRUE,0,0.008128000000000002,0,-0.008128000000000002,0,0,0,-0.008128000000000002,-0.008128000000000002
2019-07-29,14,1,OCSP.1,1,1,100,75.13352857,74.76052019758338,0,1e-6,23.833333333333332,0,0,2.2352,0,26.666666666666664,23.833333333333332,1,0.6221339558564261,TRUE,0,0,0,0,0,0,0,0,0
2019-07-30,15,1,OCSP.1,1,1,100,75.13352857,74.75482410785331,0,1e-6,24.722222222222225,0,0,4.649216,0.0762,27.77777777777778,24.722222222222225,1,1.0297328702308024,TRUE,0,7.620000000000001e-4,0,-7.620000000000001e-4,0,0,0,-7.620000000000001e-4,-7.620000000000001e-4
2019-07-31,16,1,OCSP.1,1,1,100,75.13352857,74.79185735612623,0,1e-6,22.055555555555557,0,0,2.861056,0.1524,24.444444444444443,22.055555555555557,1,0.5657162199598449,TRUE,0,0.0015240000000000002,0,-0.0015240000000000002,0,0,0,-0.0015240000000000002,-0.0015240000000000002
2019-08-01,17,1,OCSP.1,1,1,100,75.13352857,74.7252483688557,0,1e-6,19.833333333333336,0,0,1.78816,0,21.666666666666668,19.833333333333336,1,0.545968625778369,TRUE,0,0,0,0,0,0,0,0,0
2019-08-02,18,1,OCSP.1,1,1,100,75.13352857,74.63244274475515,0,1e-6,19.38888888888889,0,0,1.56464,0,21.11111111111111,19.38888888888889,1,0.5608730639378955,TRUE,0,0,0,0,0,0,0,0,0
2019-08-03,19,1,OCSP.1,1,1,100,75.13352857,74.51869428203898,0,1e-6,20.722222222222225,0,0,1.966976,0,22.77777777777778,20.722222222222225,1,0.6538454805776023,TRUE,0,0,0,0,0,0,0,0,0
2019-08-04,20,1,OCSP.1,1,1,100,75.13352857,74.5328892858098,0,1e-6,18.5,0,0,3.039872,0,20,18.5,1,0.794382472214792,TRUE,0,0,0,0,0,0,0,0,0
2019-08-05,21,1,OCSP.1,1,1,100,75.13352857,74.45930089856327,0,1e-6,18.055555555555557,0,0,1.922272,0,19.444444444444443,18.055555555555557,1,0.5371506743566584,TRUE,0,0,0,0,0,0,0,0,0
2019-08-06,22,1,OCSP.1,1,1,100,75.13352857,74.47644432228567,0,1e-6,21.61111111111111,0,0,4.24688,0.0762,23.88888888888889,21.61111111111111,1,0.9287215163215207,TRUE,0,7.620000000000001e-4,0,-7.620000000000001e-4,0,0,0,-7.620000000000001e-4,-7.620000000000001e-4
2019-08-07,23,1,OCSP.1,1,1,100,75.13352857,74.48180360125829,0,1e-6,22.944444444444443,0,0,3.263392,2.54,25.555555555555554,22.944444444444443,2,0.6966975509292639,TRUE,0,0.0254,0,-0.0254,0,0,0,-0.0254,-0.0254
2019-08-08,24,1,OCSP.1,1,1,100,75.13352857,74.53522705374479,0,1e-6,22.5,0,0,3.3975039999999996,0.6858000000000001,25,22.5,2,0.5046687228075774,TRUE,0,0.006858,0,-0.006858,0,0,0,-0.006858,-0.006858
